ethnicity,locus,allele,count,total,frequency
Chinese,DQB1,-:,5,88800,5.630630630630631e-05
Chinese,DQB1,02:01,9723,88800,0.10949324324324325
Chinese,DQB1,02:02,5,88800,5.630630630630631e-05
Chinese,DQB1,02:75,1,88800,1.1261261261261261e-05
Chinese,DQB1,03:01,20309,88800,0.22870495495495496
Chinese,DQB1,03:02,6968,88800,0.07846846846846847
Chinese,DQB1,03:03,13712,88800,0.15441441441441442
Chinese,DQB1,03:04,2,88800,2.2522522522522523e-05
Chinese,DQB1,03:05,11,88800,0.00012387387387387388
Chinese,DQB1,03:10,3,88800,3.3783783783783784e-05
Chinese,DQB1,03:108,1,88800,1.1261261261261261e-05
Chinese,DQB1,03:13,49,88800,0.0005518018018018018
Chinese,DQB1,03:17,9,88800,0.00010135135135135135
Chinese,DQB1,03:258,2,88800,2.2522522522522523e-05
Chinese,DQB1,03:26,8,88800,9.009009009009009e-05
Chinese,DQB1,03:274,1,88800,1.1261261261261261e-05
Chinese,DQB1,03:34,3,88800,3.3783783783783784e-05
Chinese,DQB1,03:57,1,88800,1.1261261261261261e-05
Chinese,DQB1,03:BMSUA,2,88800,2.2522522522522523e-05
Chinese,DQB1,03:CAVTB,1,88800,1.1261261261261261e-05
Chinese,DQB1,03:CAVTC,3,88800,3.3783783783783784e-05
Chinese,DQB1,03:CVDNR,4,88800,4.5045045045045046e-05
Chinese,DQB1,04:01,5435,88800,0.061204954954954954
Chinese,DQB1,04:02,1361,88800,0.015326576576576576
Chinese,DQB1,04:CEKBY,1,88800,1.1261261261261261e-05
Chinese,DQB1,04:CETHX,1,88800,1.1261261261261261e-05
Chinese,DQB1,05:01,2651,88800,0.029853603603603604
Chinese,DQB1,05:02,8601,88800,0.0968581081081081
Chinese,DQB1,05:03,3654,88800,0.04114864864864865
Chinese,DQB1,05:04,3,88800,3.3783783783783784e-05
Chinese,DQB1,05:116,1,88800,1.1261261261261261e-05
Chinese,DQB1,05:66,1,88800,1.1261261261261261e-05
Chinese,DQB1,05:CEKCA,1,88800,1.1261261261261261e-05
Chinese,DQB1,06:01,10219,88800,0.11507882882882883
Chinese,DQB1,06:02,3159,88800,0.03557432432432432
Chinese,DQB1,06:03,421,88800,0.004740990990990991
Chinese,DQB1,06:04,207,88800,0.002331081081081081
Chinese,DQB1,06:07,1,88800,1.1261261261261261e-05
Chinese,DQB1,06:09,1997,88800,0.022488738738738738
Chinese,DQB1,06:10,252,88800,0.002837837837837838
Chinese,DQB1,06:118,3,88800,3.3783783783783784e-05
Chinese,DQB1,06:174,1,88800,1.1261261261261261e-05
Chinese,DQB1,06:214,1,88800,1.1261261261261261e-05
Chinese,DQB1,06:48,1,88800,1.1261261261261261e-05
Chinese,DQB1,06:74,1,88800,1.1261261261261261e-05
Chinese,DQB1,06:BYFKE,2,88800,2.2522522522522523e-05
Chinese,DQB1,06:CAVTF,2,88800,2.2522522522522523e-05
Chinese,DRB1,01:01,385,88800,0.0043355855855855855
Chinese,DRB1,01:02,13,88800,0.0001463963963963964
Chinese,DRB1,03:01,7349,88800,0.08275900900900901
Chinese,DRB1,03:05,4,88800,4.5045045045045046e-05
Chinese,DRB1,03:06,1,88800,1.1261261261261261e-05
Chinese,DRB1,03:133,1,88800,1.1261261261261261e-05
Chinese,DRB1,03:27,1,88800,1.1261261261261261e-05
Chinese,DRB1,03:33,1,88800,1.1261261261261261e-05
Chinese,DRB1,03:37,1,88800,1.1261261261261261e-05
Chinese,DRB1,04:01,264,88800,0.002972972972972973
Chinese,DRB1,04:02,23,88800,0.000259009009009009
Chinese,DRB1,04:03,2650,88800,0.029842342342342343
Chinese,DRB1,04:04,829,88800,0.009335585585585586
Chinese,DRB1,04:05,6088,88800,0.06855855855855855
Chinese,DRB1,04:06,2736,88800,0.030810810810810812
Chinese,DRB1,04:07,27,88800,0.00030405405405405404
Chinese,DRB1,04:08,16,88800,0.00018018018018018018
Chinese,DRB1,04:09,1,88800,1.1261261261261261e-05
Chinese,DRB1,04:10,161,88800,0.001813063063063063
Chinese,DRB1,04:183,1,88800,1.1261261261261261e-05
Chinese,DRB1,04:80,2,88800,2.2522522522522523e-05
Chinese,DRB1,04:95,2,88800,2.2522522522522523e-05
Chinese,DRB1,04:AFZJW,1,88800,1.1261261261261261e-05
Chinese,DRB1,07:01,2682,88800,0.030202702702702703
Chinese,DRB1,07:13,1,88800,1.1261261261261261e-05
Chinese,DRB1,08:01,6,88800,6.756756756756757e-05
Chinese,DRB1,08:02,475,88800,0.005349099099099099
Chinese,DRB1,08:03,6571,88800,0.07399774774774774
Chinese,DRB1,08:04,7,88800,7.882882882882882e-05
Chinese,DRB1,08:09,615,88800,0.006925675675675676
Chinese,DRB1,08:12,1,88800,1.1261261261261261e-05
Chinese,DRB1,08:14,2,88800,2.2522522522522523e-05
Chinese,DRB1,08:19,1,88800,1.1261261261261261e-05
Chinese,DRB1,08:30,1,88800,1.1261261261261261e-05
Chinese,DRB1,08:32,1,88800,1.1261261261261261e-05
Chinese,DRB1,08:35,2,88800,2.2522522522522523e-05
Chinese,DRB1,08:FTZK,1,88800,1.1261261261261261e-05
Chinese,DRB1,09:01,13281,88800,0.14956081081081082
Chinese,DRB1,09:04,10,88800,0.00011261261261261261
Chinese,DRB1,09:DZUU,3,88800,3.3783783783783784e-05
Chinese,DRB1,10:01,1116,88800,0.012567567567567568
Chinese,DRB1,11:01,6667,88800,0.07507882882882883
Chinese,DRB1,11:03,9,88800,0.00010135135135135135
Chinese,DRB1,11:04,126,88800,0.001418918918918919
Chinese,DRB1,11:05,5,88800,5.630630630630631e-05
Chinese,DRB1,11:06,172,88800,0.0019369369369369369
Chinese,DRB1,11:08,1,88800,1.1261261261261261e-05
Chinese,DRB1,11:106,1,88800,1.1261261261261261e-05
Chinese,DRB1,11:19,1,88800,1.1261261261261261e-05
Chinese,DRB1,11:37,2,88800,2.2522522522522523e-05
Chinese,DRB1,11:45,2,88800,2.2522522522522523e-05
Chinese,DRB1,11:54,2,88800,2.2522522522522523e-05
Chinese,DRB1,12:01,3144,88800,0.035405405405405405
Chinese,DRB1,12:02,9865,88800,0.11109234234234235
Chinese,DRB1,12:08,3,88800,3.3783783783783784e-05
Chinese,DRB1,12:19,1,88800,1.1261261261261261e-05
Chinese,DRB1,12:20,2,88800,2.2522522522522523e-05
Chinese,DRB1,12:27,1,88800,1.1261261261261261e-05
Chinese,DRB1,12:62,1,88800,1.1261261261261261e-05
Chinese,DRB1,12:64,1,88800,1.1261261261261261e-05
Chinese,DRB1,12:BZEBD,2,88800,2.2522522522522523e-05
Chinese,DRB1,12:JV,1,88800,1.1261261261261261e-05
Chinese,DRB1,13:01,412,88800,0.00463963963963964
Chinese,DRB1,13:02,2213,88800,0.02492117117117117
Chinese,DRB1,13:03,3,88800,3.3783783783783784e-05
Chinese,DRB1,13:05,4,88800,4.5045045045045046e-05
Chinese,DRB1,13:07,28,88800,0.0003153153153153153
Chinese,DRB1,13:118,1,88800,1.1261261261261261e-05
Chinese,DRB1,13:12,521,88800,0.005867117117117117
Chinese,DRB1,13:13,1,88800,1.1261261261261261e-05
Chinese,DRB1,13:14,1,88800,1.1261261261261261e-05
Chinese,DRB1,13:19,2,88800,2.2522522522522523e-05
Chinese,DRB1,13:228,1,88800,1.1261261261261261e-05
Chinese,DRB1,13:50,7,88800,7.882882882882882e-05
Chinese,DRB1,13:51,1,88800,1.1261261261261261e-05
Chinese,DRB1,14:01,3088,88800,0.03477477477477477
Chinese,DRB1,14:02,8,88800,9.009009009009009e-05
Chinese,DRB1,14:03,163,88800,0.0018355855855855855
Chinese,DRB1,14:04,394,88800,0.004436936936936937
Chinese,DRB1,14:05,1834,88800,0.020653153153153154
Chinese,DRB1,14:06,1,88800,1.1261261261261261e-05
Chinese,DRB1,14:07,47,88800,0.0005292792792792793
Chinese,DRB1,14:10,14,88800,0.00015765765765765765
Chinese,DRB1,14:100,1,88800,1.1261261261261261e-05
Chinese,DRB1,14:12,8,88800,9.009009009009009e-05
Chinese,DRB1,14:15,3,88800,3.3783783783783784e-05
Chinese,DRB1,14:18,156,88800,0.0017567567567567568
Chinese,DRB1,14:197N,1,88800,1.1261261261261261e-05
Chinese,DRB1,14:25,10,88800,0.00011261261261261261
Chinese,DRB1,14:44,1,88800,1.1261261261261261e-05
Chinese,DRB1,14:54,20,88800,0.00022522522522522523
Chinese,DRB1,14:61,2,88800,2.2522522522522523e-05
Chinese,DRB1,14:84,2,88800,2.2522522522522523e-05
Chinese,DRB1,14:CEKCY,1,88800,1.1261261261261261e-05
Chinese,DRB1,15:01,7641,88800,0.08604729729729729
Chinese,DRB1,15:02,2460,88800,0.027702702702702704
Chinese,DRB1,15:03,2,88800,2.2522522522522523e-05
Chinese,DRB1,15:04,17,88800,0.00019144144144144144
Chinese,DRB1,15:06,2,88800,2.2522522522522523e-05
Chinese,DRB1,15:07,1,88800,1.1261261261261261e-05
Chinese,DRB1,15:11,1,88800,1.1261261261261261e-05
Chinese,DRB1,15:14,1,88800,1.1261261261261261e-05
Chinese,DRB1,15:ADHVT,3,88800,3.3783783783783784e-05
Chinese,DRB1,15:BFBXD,1,88800,1.1261261261261261e-05
Chinese,DRB1,16:01,30,88800,0.00033783783783783786
Chinese,DRB1,16:02,4344,88800,0.04891891891891892
Chinese,DRB1,16:10,1,88800,1.1261261261261261e-05
Chinese,DRB1,16:35,4,88800,4.5045045045045046e-05
Chinese,DRB1,~:,1,88800,1.1261261261261261e-05
Chinese,HLA-A,01:01,601,88800,0.006768018018018018
Chinese,HLA-A,01:03,11,88800,0.00012387387387387388
Chinese,HLA-A,02:01,8398,88800,0.09457207207207208
Chinese,HLA-A,02:03,5949,88800,0.06699324324324324
Chinese,HLA-A,02:05,35,88800,0.00039414414414414413
Chinese,HLA-A,02:06,2516,88800,0.028333333333333332
Chinese,HLA-A,02:07,9415,88800,0.10602477477477477
Chinese,HLA-A,02:10,54,88800,0.0006081081081081081
Chinese,HLA-A,02:11,31,88800,0.0003490990990990991
Chinese,HLA-A,02:116,1,88800,1.1261261261261261e-05
Chinese,HLA-A,02:16,1,88800,1.1261261261261261e-05
Chinese,HLA-A,02:28,4,88800,4.5045045045045046e-05
Chinese,HLA-A,02:46,3,88800,3.3783783783783784e-05
Chinese,HLA-A,02:48,2,88800,2.2522522522522523e-05
Chinese,HLA-A,02:53,2,88800,2.2522522522522523e-05
Chinese,HLA-A,02:53N,15,88800,0.00016891891891891893
Chinese,HLA-A,02:56,1,88800,1.1261261261261261e-05
Chinese,HLA-A,02:611,1,88800,1.1261261261261261e-05
Chinese,HLA-A,02:715N,1,88800,1.1261261261261261e-05
Chinese,HLA-A,02:CAVH,1,88800,1.1261261261261261e-05
Chinese,HLA-A,02:CHJZW,2,88800,2.2522522522522523e-05
Chinese,HLA-A,03:01,569,88800,0.006407657657657657
Chinese,HLA-A,03:02,18,88800,0.0002027027027027027
Chinese,HLA-A,03:12,2,88800,2.2522522522522523e-05
Chinese,HLA-A,11:01,25095,88800,0.28260135135135134
Chinese,HLA-A,11:02,4251,88800,0.04787162162162162
Chinese,HLA-A,11:03,5,88800,5.630630630630631e-05
Chinese,HLA-A,11:04,4,88800,4.5045045045045046e-05
Chinese,HLA-A,11:242,1,88800,1.1261261261261261e-05
Chinese,HLA-A,11:41,2,88800,2.2522522522522523e-05
Chinese,HLA-A,11:56,2,88800,2.2522522522522523e-05
Chinese,HLA-A,11:85,1,88800,1.1261261261261261e-05
Chinese,HLA-A,11:CAVJD,1,88800,1.1261261261261261e-05
Chinese,HLA-A,11:CKYAB,1,88800,1.1261261261261261e-05
Chinese,HLA-A,11:CVHTA,1,88800,1.1261261261261261e-05
Chinese,HLA-A,11:CWKWR,1,88800,1.1261261261261261e-05
Chinese,HLA-A,23:01,49,88800,0.0005518018018018018
Chinese,HLA-A,23:26,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:02,13571,88800,0.15282657657657658
Chinese,HLA-A,24:03,124,88800,0.0013963963963963964
Chinese,HLA-A,24:04,2,88800,2.2522522522522523e-05
Chinese,HLA-A,24:05,3,88800,3.3783783783783784e-05
Chinese,HLA-A,24:07,507,88800,0.005709459459459459
Chinese,HLA-A,24:08,12,88800,0.00013513513513513514
Chinese,HLA-A,24:10,247,88800,0.0027815315315315317
Chinese,HLA-A,24:121,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:128,2,88800,2.2522522522522523e-05
Chinese,HLA-A,24:151,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:17,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:194,2,88800,2.2522522522522523e-05
Chinese,HLA-A,24:20,120,88800,0.0013513513513513514
Chinese,HLA-A,24:255,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:30,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:59,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:64,13,88800,0.0001463963963963964
Chinese,HLA-A,24:68,4,88800,4.5045045045045046e-05
Chinese,HLA-A,24:85,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:CAVJJ,1,88800,1.1261261261261261e-05
Chinese,HLA-A,24:CHJZX,5,88800,5.630630630630631e-05
Chinese,HLA-A,24:XX,1,88800,1.1261261261261261e-05
Chinese,HLA-A,25:01,2,88800,2.2522522522522523e-05
Chinese,HLA-A,26:01,2090,88800,0.023536036036036035
Chinese,HLA-A,26:03,5,88800,5.630630630630631e-05
Chinese,HLA-A,26:35,4,88800,4.5045045045045046e-05
Chinese,HLA-A,26:46,2,88800,2.2522522522522523e-05
Chinese,HLA-A,26:50,5,88800,5.630630630630631e-05
Chinese,HLA-A,29:01,401,88800,0.004515765765765766
Chinese,HLA-A,29:02,18,88800,0.0002027027027027027
Chinese,HLA-A,30:01,1395,88800,0.01570945945945946
Chinese,HLA-A,30:02,4,88800,4.5045045045045046e-05
Chinese,HLA-A,30:04,6,88800,6.756756756756757e-05
Chinese,HLA-A,30:16,2,88800,2.2522522522522523e-05
Chinese,HLA-A,30:18,1,88800,1.1261261261261261e-05
Chinese,HLA-A,31:01,1705,88800,0.019200450450450452
Chinese,HLA-A,31:13,3,88800,3.3783783783783784e-05
Chinese,HLA-A,31:CVHTM,1,88800,1.1261261261261261e-05
Chinese,HLA-A,32:01,324,88800,0.0036486486486486487
Chinese,HLA-A,33:01,15,88800,0.00016891891891891893
Chinese,HLA-A,33:03,10602,88800,0.1193918918918919
Chinese,HLA-A,33:AUTWN,1,88800,1.1261261261261261e-05
Chinese,HLA-A,33:CAUVS,3,88800,3.3783783783783784e-05
Chinese,HLA-A,33:XX,1,88800,1.1261261261261261e-05
Chinese,HLA-A,34:01,194,88800,0.0021846846846846845
Chinese,HLA-A,34:05,1,88800,1.1261261261261261e-05
Chinese,HLA-A,66:01,14,88800,0.00015765765765765765
Chinese,HLA-A,68:01,173,88800,0.0019481981981981982
Chinese,HLA-A,68:02,6,88800,6.756756756756757e-05
Chinese,HLA-A,68:24,1,88800,1.1261261261261261e-05
Chinese,HLA-A,69:01,10,88800,0.00011261261261261261
Chinese,HLA-A,74:01,133,88800,0.0014977477477477478
Chinese,HLA-A,74:05,9,88800,0.00010135135135135135
Chinese,HLA-B,07:02,207,88800,0.002331081081081081
Chinese,HLA-B,07:05,525,88800,0.0059121621621621625
Chinese,HLA-B,07:10,1,88800,1.1261261261261261e-05
Chinese,HLA-B,07:18,1,88800,1.1261261261261261e-05
Chinese,HLA-B,07:249,2,88800,2.2522522522522523e-05
Chinese,HLA-B,07:317,1,88800,1.1261261261261261e-05
Chinese,HLA-B,07:CEJTV,1,88800,1.1261261261261261e-05
Chinese,HLA-B,08:01,234,88800,0.002635135135135135
Chinese,HLA-B,13:01,6109,88800,0.06879504504504505
Chinese,HLA-B,13:02,1511,88800,0.017015765765765765
Chinese,HLA-B,13:06,1,88800,1.1261261261261261e-05
Chinese,HLA-B,14:01,1,88800,1.1261261261261261e-05
Chinese,HLA-B,14:02,14,88800,0.00015765765765765765
Chinese,HLA-B,15:01,3144,88800,0.035405405405405405
Chinese,HLA-B,15:02,5252,88800,0.059144144144144144
Chinese,HLA-B,15:03,41,88800,0.0004617117117117117
Chinese,HLA-B,15:05,11,88800,0.00012387387387387388
Chinese,HLA-B,15:06,4,88800,4.5045045045045046e-05
Chinese,HLA-B,15:07,63,88800,0.0007094594594594595
Chinese,HLA-B,15:08,9,88800,0.00010135135135135135
Chinese,HLA-B,15:10,7,88800,7.882882882882882e-05
Chinese,HLA-B,15:109,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:11,527,88800,0.005934684684684685
Chinese,HLA-B,15:12,398,88800,0.004481981981981982
Chinese,HLA-B,15:13,125,88800,0.0014076576576576576
Chinese,HLA-B,15:141,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:15,2,88800,2.2522522522522523e-05
Chinese,HLA-B,15:17,31,88800,0.0003490990990990991
Chinese,HLA-B,15:18,508,88800,0.00572072072072072
Chinese,HLA-B,15:21,120,88800,0.0013513513513513514
Chinese,HLA-B,15:25,596,88800,0.006711711711711712
Chinese,HLA-B,15:27,738,88800,0.008310810810810811
Chinese,HLA-B,15:29,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:316,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:32,26,88800,0.0002927927927927928
Chinese,HLA-B,15:325,2,88800,2.2522522522522523e-05
Chinese,HLA-B,15:35,43,88800,0.0004842342342342342
Chinese,HLA-B,15:39,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:425,2,88800,2.2522522522522523e-05
Chinese,HLA-B,15:46,11,88800,0.00012387387387387388
Chinese,HLA-B,15:58,24,88800,0.0002702702702702703
Chinese,HLA-B,15:64,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:66,3,88800,3.3783783783783784e-05
Chinese,HLA-B,15:86,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:88,4,88800,4.5045045045045046e-05
Chinese,HLA-B,15:CAVKW,1,88800,1.1261261261261261e-05
Chinese,HLA-B,15:XX,2,88800,2.2522522522522523e-05
Chinese,HLA-B,18:01,258,88800,0.0029054054054054052
Chinese,HLA-B,18:02,212,88800,0.0023873873873873873
Chinese,HLA-B,27:02,2,88800,2.2522522522522523e-05
Chinese,HLA-B,27:04,2285,88800,0.025731981981981983
Chinese,HLA-B,27:05,102,88800,0.0011486486486486486
Chinese,HLA-B,27:06,100,88800,0.0011261261261261261
Chinese,HLA-B,27:07,32,88800,0.00036036036036036037
Chinese,HLA-B,27:15,12,88800,0.00013513513513513514
Chinese,HLA-B,27:18,1,88800,1.1261261261261261e-05
Chinese,HLA-B,27:21,1,88800,1.1261261261261261e-05
Chinese,HLA-B,27:86,1,88800,1.1261261261261261e-05
Chinese,HLA-B,35:01,1963,88800,0.022105855855855856
Chinese,HLA-B,35:02,48,88800,0.0005405405405405405
Chinese,HLA-B,35:03,443,88800,0.004988738738738739
Chinese,HLA-B,35:05,451,88800,0.005078828828828829
Chinese,HLA-B,35:08,12,88800,0.00013513513513513514
Chinese,HLA-B,35:11,5,88800,5.630630630630631e-05
Chinese,HLA-B,35:137,1,88800,1.1261261261261261e-05
Chinese,HLA-B,35:30,16,88800,0.00018018018018018018
Chinese,HLA-B,35:375,1,88800,1.1261261261261261e-05
Chinese,HLA-B,35:51,2,88800,2.2522522522522523e-05
Chinese,HLA-B,35:CAVME,1,88800,1.1261261261261261e-05
Chinese,HLA-B,35:CVHTV,1,88800,1.1261261261261261e-05
Chinese,HLA-B,37:01,353,88800,0.003975225225225225
Chinese,HLA-B,37:04,2,88800,2.2522522522522523e-05
Chinese,HLA-B,38:01,183,88800,0.002060810810810811
Chinese,HLA-B,38:02,3751,88800,0.04224099099099099
Chinese,HLA-B,38:15,2,88800,2.2522522522522523e-05
Chinese,HLA-B,39:01,1890,88800,0.021283783783783785
Chinese,HLA-B,39:02,1,88800,1.1261261261261261e-05
Chinese,HLA-B,39:05,123,88800,0.001385135135135135
Chinese,HLA-B,39:06,1,88800,1.1261261261261261e-05
Chinese,HLA-B,39:09,71,88800,0.0007995495495495495
Chinese,HLA-B,39:10,1,88800,1.1261261261261261e-05
Chinese,HLA-B,39:15,13,88800,0.0001463963963963964
Chinese,HLA-B,39:36,3,88800,3.3783783783783784e-05
Chinese,HLA-B,39:38Q,2,88800,2.2522522522522523e-05
Chinese,HLA-B,40:01,17005,88800,0.19149774774774775
Chinese,HLA-B,40:02,1367,88800,0.015394144144144145
Chinese,HLA-B,40:03,75,88800,0.0008445945945945946
Chinese,HLA-B,40:06,968,88800,0.0109009009009009
Chinese,HLA-B,40:10,3,88800,3.3783783783783784e-05
Chinese,HLA-B,40:122,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:306,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:339,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:40,9,88800,0.00010135135135135135
Chinese,HLA-B,40:48,9,88800,0.00010135135135135135
Chinese,HLA-B,40:62,2,88800,2.2522522522522523e-05
Chinese,HLA-B,40:69,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:76,4,88800,4.5045045045045046e-05
Chinese,HLA-B,40:78,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:CAVMH,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:CMVGM,1,88800,1.1261261261261261e-05
Chinese,HLA-B,40:CWKWX,4,88800,4.5045045045045046e-05
Chinese,HLA-B,41:01,12,88800,0.00013513513513513514
Chinese,HLA-B,41:02,2,88800,2.2522522522522523e-05
Chinese,HLA-B,44:02,183,88800,0.002060810810810811
Chinese,HLA-B,44:03,664,88800,0.007477477477477477
Chinese,HLA-B,45:01,66,88800,0.0007432432432432432
Chinese,HLA-B,46:01,11461,88800,0.12906531531531532
Chinese,HLA-B,46:43,1,88800,1.1261261261261261e-05
Chinese,HLA-B,46:62,1,88800,1.1261261261261261e-05
Chinese,HLA-B,48:01,857,88800,0.009650900900900901
Chinese,HLA-B,48:03,285,88800,0.0032094594594594596
Chinese,HLA-B,48:04,3,88800,3.3783783783783784e-05
Chinese,HLA-B,49:01,11,88800,0.00012387387387387388
Chinese,HLA-B,50:01,92,88800,0.001036036036036036
Chinese,HLA-B,51:01,3921,88800,0.044155405405405405
Chinese,HLA-B,51:02,1212,88800,0.013648648648648648
Chinese,HLA-B,51:06,13,88800,0.0001463963963963964
Chinese,HLA-B,51:07,118,88800,0.001328828828828829
Chinese,HLA-B,51:08,2,88800,2.2522522522522523e-05
Chinese,HLA-B,51:36,1,88800,1.1261261261261261e-05
Chinese,HLA-B,51:39,1,88800,1.1261261261261261e-05
Chinese,HLA-B,51:AJPSD,1,88800,1.1261261261261261e-05
Chinese,HLA-B,51:AXDBR,1,88800,1.1261261261261261e-05
Chinese,HLA-B,52:01,834,88800,0.009391891891891891
Chinese,HLA-B,53:01,8,88800,9.009009009009009e-05
Chinese,HLA-B,54:01,2831,88800,0.03188063063063063
Chinese,HLA-B,54:10,1,88800,1.1261261261261261e-05
Chinese,HLA-B,54:36,1,88800,1.1261261261261261e-05
Chinese,HLA-B,55:01,46,88800,0.000518018018018018
Chinese,HLA-B,55:02,2641,88800,0.029740990990990993
Chinese,HLA-B,55:04,67,88800,0.0007545045045045045
Chinese,HLA-B,55:07,8,88800,9.009009009009009e-05
Chinese,HLA-B,55:12,33,88800,0.0003716216216216216
Chinese,HLA-B,55:34,1,88800,1.1261261261261261e-05
Chinese,HLA-B,56:01,591,88800,0.006655405405405405
Chinese,HLA-B,56:03,206,88800,0.00231981981981982
Chinese,HLA-B,56:04,125,88800,0.0014076576576576576
Chinese,HLA-B,56:10,9,88800,0.00010135135135135135
Chinese,HLA-B,57:01,206,88800,0.00231981981981982
Chinese,HLA-B,57:02,1,88800,1.1261261261261261e-05
Chinese,HLA-B,58:01,9754,88800,0.10984234234234234
Chinese,HLA-B,58:02,1,88800,1.1261261261261261e-05
Chinese,HLA-B,58:41,1,88800,1.1261261261261261e-05
Chinese,HLA-B,58:74,3,88800,3.3783783783783784e-05
Chinese,HLA-B,58:85,2,88800,2.2522522522522523e-05
Chinese,HLA-B,58:CAVMX,1,88800,1.1261261261261261e-05
Chinese,HLA-B,59:01,5,88800,5.630630630630631e-05
Chinese,HLA-B,59:08,1,88800,1.1261261261261261e-05
Chinese,HLA-B,67:01,258,88800,0.0029054054054054052
Chinese,HLA-B,73:01,2,88800,2.2522522522522523e-05
Chinese,HLA-B,81:01,147,88800,0.0016554054054054054
Chinese,HLA-C,01:02,16181,88800,0.18221846846846848
Chinese,HLA-C,01:03,355,88800,0.003997747747747748
Chinese,HLA-C,01:06,35,88800,0.00039414414414414413
Chinese,HLA-C,01:08,96,88800,0.001081081081081081
Chinese,HLA-C,01:12,1,88800,1.1261261261261261e-05
Chinese,HLA-C,01:125,1,88800,1.1261261261261261e-05
Chinese,HLA-C,01:134,1,88800,1.1261261261261261e-05
Chinese,HLA-C,01:14,1,88800,1.1261261261261261e-05
Chinese,HLA-C,01:54,1,88800,1.1261261261261261e-05
Chinese,HLA-C,01:CWKXC,3,88800,3.3783783783783784e-05
Chinese,HLA-C,02:02,114,88800,0.0012837837837837837
Chinese,HLA-C,03:02,9791,88800,0.110259009009009
Chinese,HLA-C,03:03,3924,88800,0.04418918918918919
Chinese,HLA-C,03:04,11166,88800,0.12574324324324324
Chinese,HLA-C,03:119,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:128,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:139,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:17,47,88800,0.0005292792792792793
Chinese,HLA-C,03:187,5,88800,5.630630630630631e-05
Chinese,HLA-C,03:193,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:21,20,88800,0.00022522522522522523
Chinese,HLA-C,03:258,5,88800,5.630630630630631e-05
Chinese,HLA-C,03:32,3,88800,3.3783783783783784e-05
Chinese,HLA-C,03:326,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:328,2,88800,2.2522522522522523e-05
Chinese,HLA-C,03:329,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:346,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:349,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:36,15,88800,0.00016891891891891893
Chinese,HLA-C,03:43,3,88800,3.3783783783783784e-05
Chinese,HLA-C,03:46,2,88800,2.2522522522522523e-05
Chinese,HLA-C,03:48,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:58,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:76,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:77,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:85,13,88800,0.0001463963963963964
Chinese,HLA-C,03:CAVNF,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:CAVNN,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:CEJXD,1,88800,1.1261261261261261e-05
Chinese,HLA-C,03:CWKXH,4,88800,4.5045045045045046e-05
Chinese,HLA-C,03:XX,1,88800,1.1261261261261261e-05
Chinese,HLA-C,04:01,4106,88800,0.04623873873873874
Chinese,HLA-C,04:03,1543,88800,0.017376126126126126
Chinese,HLA-C,04:06,30,88800,0.00033783783783783786
Chinese,HLA-C,04:10,1,88800,1.1261261261261261e-05
Chinese,HLA-C,04:AKWXK,1,88800,1.1261261261261261e-05
Chinese,HLA-C,04:BEPTF,2,88800,2.2522522522522523e-05
Chinese,HLA-C,04:CVHVN,1,88800,1.1261261261261261e-05
Chinese,HLA-C,04:CWKXJ,1,88800,1.1261261261261261e-05
Chinese,HLA-C,04:JKTU,3,88800,3.3783783783783784e-05
Chinese,HLA-C,05:01,156,88800,0.0017567567567567568
