N,coverage,match_level,ethnicity,model_variant
757525025.8771889,0.9931129309265102,8of8,Chinese,same_ethnicity
811984499.3184009,0.9935972780236578,8of8,Chinese,same_ethnicity
870359136.1485183,0.9940556139083114,8of8,Chinese,same_ethnicity
932930402.6284696,0.9944888779500228,8of8,Chinese,same_ethnicity
1000000000.0,0.9948979938460024,8of8,Chinese,same_ethnicity
1000.0,0.04552549472849536,8of8,Chinese,cross_ethnic
1071.8913192051275,0.047718930441408125,8of8,Chinese,cross_ethnic
1148.9510001873086,0.049986450877621325,8of8,Chinese,cross_ethnic
1231.550603292826,0.052329454149824595,8of8,Chinese,cross_ethnic
1320.088400831418,0.05474939125528907,8of8,Chinese,cross_ethnic
1414.991297434576,0.05724774928983566,8of8,Chinese,cross_ethnic
1516.7168884709226,0.05982602982994732,8of8,Chinese,cross_ethnic
1625.7556664437934,0.06248572384171082,8of8,Chinese,cross_ethnic
1742.6333860096508,0.0652282849239614,8of8,Chinese,cross_ethnic
1867.9135990207828,0.06805510299189661,8of8,Chinese,cross_ethnic
2002.2003718155845,0.07096748059609645,8of8,Chinese,cross_ethnic
2146.1411978584038,0.07396661391181655,8of8,Chinese,cross_ethnic
2300.430119772917,0.07705358001900632,8of8,Chinese,cross_ethnic
2465.811075822604,0.08022933145868624,8of8,Chinese,cross_ethnic
2643.0814869741057,0.08349469826928071,8of8,Chinese,cross_ethnic
2833.096101839324,0.08685039688100894,8of8,Chinese,cross_ethnic
3036.771118035457,0.09029704449537149,8of8,Chinese,cross_ethnic
3255.0885998350564,0.09383517701073528,8of8,Chinese,cross_ethnic
3489.1012134067737,0.09746526825564027,8of8,Chinese,cross_ethnic
3739.937302478798,0.10118774829491083,8of8,Chinese,cross_ethnic
4008.8063288984645,0.10500301886393373,8of8,Chinese,cross_ethnic
4297.00470432084,0.10891146450030335,8of8,Chinese,cross_ethnic
4605.922041145103,0.11291345858424925,8of8,Chinese,cross_ethnic
4937.047852839004,0.11700936416389711,8of8,Chinese,cross_ethnic
5291.978735958442,0.12119953003295147,8of8,Chinese,cross_ethnic
5672.426068491977,0.1254842829774077,8of8,Chinese,cross_ethnic
6080.224261649421,0.1298639173784683,8of8,Chinese,cross_ethnic
6517.339604882421,0.13433868344754332,8of8,Chinese,cross_ethnic
6985.879746785249,0.1389087752982547,8of8,Chinese,cross_ethnic
7488.103857590023,0.14357431986819702,8of8,Chinese,cross_ethnic
8026.4335222571735,0.14833536743529024,8of8,Chinese,cross_ethnic
8603.464416684501,0.15319188417493818,8of8,Chinese,cross_ethnic
9221.978823334322,0.15814374691430086,8of8,Chinese,cross_ethnic
9884.959046625587,0.16319073998930342,8of8,Chinese,cross_ethnic
10595.601792776148,0.16833255391882776,8of8,Chinese,cross_ethnic
11357.333583431051,0.17356878548886812,8of8,Chinese,cross_ethnic
12173.82727739662,0.17889893878818489,8of8,Chinese,cross_ethnic
13049.019780144015,0.18432242674955068,8of8,Chinese,cross_ethnic
13987.131026472387,0.1898385728145728,8of8,Chinese,cross_ethnic
14992.684327860472,0.1954466124385969,8of8,Chinese,cross_ethnic
16070.528182616385,0.20114569426627613,8of8,Chinese,cross_ethnic
17225.859653987874,0.2069348809189608,8of8,Chinese,cross_ethnic
18464.249428955427,0.21281314942610424,8of8,Chinese,cross_ethnic
19791.668678535574,0.21877939139433678,8of8,Chinese,cross_ethnic
21214.517849106276,0.22483241303746412,8of8,Chinese,cross_ethnic
22739.657523579273,0.23097093519398035,8of8,Chinese,cross_ethnic
24374.441501222216,0.23719359344679738,8of8,Chinese,cross_ethnic
26126.752255633266,0.24349893844571457,8of8,Chinese,cross_ethnic
28005.03894183631,0.24988543652718817,8of8,Chinese,cross_ethnic
30018.35813575592,0.2563514707330986,8of8,Chinese,cross_ethnic
32176.417502507353,0.2628953423480381,8of8,Chinese,cross_ethnic
34489.6226040576,0.2695152730938252,8of8,Chinese,cross_ethnic
36969.12707195024,0.27620940812672845,8of8,Chinese,cross_ethnic
39626.88638701478,0.28297581996301546,8of8,Chinese,cross_ethnic
42475.71552536894,0.2898125134018911,8of8,Chinese,cross_ethnic
45529.35074866948,0.2967174314202739,8of8,Chinese,cross_ethnic
48802.515836544335,0.30368846189056325,8of8,Chinese,cross_ethnic
52310.993080562585,0.310723444840243,8of8,Chinese,cross_ethnic
56071.69938205458,0.3178201798562616,8of8,Chinese,cross_ethnic
60102.76782070388,0.32497643316256475,8of8,Chinese,cross_ethnic
64423.635087213705,0.3321899438834716,8of8,Chinese,cross_ethnic
69055.13520162331,0.3394584290546284,8of8,Chinese,cross_ethnic
74019.59996915638,0.34677958705051004,8of8,Chinese,cross_ethnic
79340.96665797492,0.3541510992467079,8of8,Chinese,cross_ethnic
